title,time,year,month,day_week,date,hour
 bitch better have,2015-12-02 01:10:44,2015,December,Wednesday,2015-12-02,1
 vira homem vira lobisomem,2015-12-01 22:16:18,2015,December,Tuesday,2015-12-01,22
 fala ney matogrosso,2015-12-01 22:11:32,2015,December,Tuesday,2015-12-01,22
 nasa divulga sobre crop,2015-12-01 00:04:39,2015,December,Tuesday,2015-12-01,0
 do it like a dude,2015-11-30 11:52:31,2015,November,Monday,2015-11-30,11
 maria bethania vem por aqui,2015-11-26 14:52:53,2015,November,Thursday,2015-11-26,14
 you and i scorpions,2015-11-26 03:52:07,2015,November,Thursday,2015-11-26,3
 you and i,2015-11-26 03:50:02,2015,November,Thursday,2015-11-26,3
 trilha sonora amy,2015-11-26 03:39:16,2015,November,Thursday,2015-11-26,3
 um homem roberto carlos,2015-11-26 01:14:21,2015,November,Thursday,2015-11-26,1
 ele esta pra chegar,2015-11-26 01:13:06,2015,November,Thursday,2015-11-26,1
 microcefalia,2015-11-26 00:22:03,2015,November,Thursday,2015-11-26,0
 o quereres caetano veloso,2015-11-26 00:09:46,2015,November,Thursday,2015-11-26,0
 giga pudding,2015-11-25 21:21:34,2015,November,Wednesday,2015-11-25,21
 domino jessie,2015-11-25 15:35:37,2015,November,Wednesday,2015-11-25,15
 bang jessie,2015-11-25 15:29:38,2015,November,Wednesday,2015-11-25,15
 bang,2015-11-25 15:29:34,2015,November,Wednesday,2015-11-25,15
 podres poderes caetano veloso,2015-11-24 21:24:55,2015,November,Tuesday,2015-11-24,21
 podres poderes,2015-11-24 21:24:44,2015,November,Tuesday,2015-11-24,21
 zeca baleiro canta zé ramalho,2015-11-22 13:50:45,2015,November,Sunday,2015-11-22,13
 o som ao redor filme completo,2015-11-22 03:58:02,2015,November,Sunday,2015-11-22,3
 amy winehouse acoustic,2015-11-22 01:37:36,2015,November,Sunday,2015-11-22,1
 i look to you boyce,2015-11-22 01:24:27,2015,November,Sunday,2015-11-22,1
 do it like a dude,2015-11-21 21:37:27,2015,November,Saturday,2015-11-21,21
 ariana grande,2015-11-21 11:08:26,2015,November,Saturday,2015-11-21,11
 bang bang,2015-11-21 11:03:46,2015,November,Saturday,2015-11-21,11
 do it like a dude,2015-11-21 10:56:15,2015,November,Saturday,2015-11-21,10
 body electric lana del ray vevo,2015-11-21 00:55:31,2015,November,Saturday,2015-11-21,0
 body electric lana del rey vevo,2015-11-21 00:55:14,2015,November,Saturday,2015-11-21,0
 body electric lana del rey,2015-11-21 00:54:48,2015,November,Saturday,2015-11-21,0
 do it like a dude,2015-11-21 00:37:25,2015,November,Saturday,2015-11-21,0
 chandelier,2015-11-19 23:27:17,2015,November,Thursday,2015-11-19,23
 do it like a dude,2015-11-19 23:24:11,2015,November,Thursday,2015-11-19,23
 bang bang,2015-11-19 10:36:23,2015,November,Thursday,2015-11-19,10
 bang bang,2015-11-18 11:13:03,2015,November,Wednesday,2015-11-18,11
 sia,2015-11-18 10:55:00,2015,November,Wednesday,2015-11-18,10
 do it like a dude,2015-11-18 10:51:00,2015,November,Wednesday,2015-11-18,10
 timao e pumba hula,2015-11-18 03:28:33,2015,November,Wednesday,2015-11-18,3
 timao e pumba cantando,2015-11-18 03:24:58,2015,November,Wednesday,2015-11-18,3
 timao scar,2015-11-18 03:24:31,2015,November,Wednesday,2015-11-18,3
 hakuna matata,2015-11-18 03:17:22,2015,November,Wednesday,2015-11-18,3
 baby pig,2015-11-18 03:13:19,2015,November,Wednesday,2015-11-18,3
 vaby pig,2015-11-18 03:13:14,2015,November,Wednesday,2015-11-18,3
 peixe palhaco fantastico,2015-11-18 03:05:18,2015,November,Wednesday,2015-11-18,3
 jessie j man down,2015-11-17 21:32:49,2015,November,Tuesday,2015-11-17,21
 rihanna and jessie j,2015-11-17 21:30:50,2015,November,Tuesday,2015-11-17,21
 rihanna and jessie,2015-11-17 21:30:01,2015,November,Tuesday,2015-11-17,21
 rihanna do it like a dude,2015-11-17 20:28:01,2015,November,Tuesday,2015-11-17,20
 jessie j flashlight lyrics,2015-11-15 13:50:17,2015,November,Sunday,2015-11-15,13
 flashlight jessie pitch perfect 2 cell phone,2015-11-15 11:27:47,2015,November,Sunday,2015-11-15,11
 flashlight jessie pitch perfect 2 cellphone,2015-11-15 11:27:40,2015,November,Sunday,2015-11-15,11
 flashlight jessie pitch perfect 2,2015-11-15 11:27:24,2015,November,Sunday,2015-11-15,11
 flashlight jessie pitch 2,2015-11-15 11:26:06,2015,November,Sunday,2015-11-15,11
 flashlight jessie 2,2015-11-15 11:25:49,2015,November,Sunday,2015-11-15,11
 caetano veloso album,2015-11-14 00:04:55,2015,November,Saturday,2015-11-14,0
 caetano veloso,2015-11-14 00:03:25,2015,November,Saturday,2015-11-14,0
 cartola,2015-11-13 23:14:26,2015,November,Friday,2015-11-13,23
 beirut album,2015-11-13 22:44:29,2015,November,Friday,2015-11-13,22
 dinda,2015-11-13 22:05:11,2015,November,Friday,2015-11-13,22
 novos baianos,2015-11-13 13:56:09,2015,November,Friday,2015-11-13,13
 carta de amor bethania,2015-11-12 22:28:07,2015,November,Thursday,2015-11-12,22
 puro sangue,2015-11-12 22:28:01,2015,November,Thursday,2015-11-12,22
 tempo perdido legião urbana,2015-11-11 00:34:20,2015,November,Wednesday,2015-11-11,0
 carta de amor bethania,2015-11-10 22:48:28,2015,November,Tuesday,2015-11-10,22
 carta de amor,2015-11-10 22:48:20,2015,November,Tuesday,2015-11-10,22
 rubel quadro verde,2015-11-10 09:08:37,2015,November,Tuesday,2015-11-10,9
 just dance vanilla sky,2015-11-09 02:37:18,2015,November,Monday,2015-11-09,2
 man down covrt,2015-11-09 02:31:52,2015,November,Monday,2015-11-09,2
 jessie j flashlight lyrics,2015-11-09 01:55:52,2015,November,Monday,2015-11-09,1
 cazuza o mundo é um moinho,2015-11-09 01:49:47,2015,November,Monday,2015-11-09,1
 cazuza perfil,2015-11-09 01:49:34,2015,November,Monday,2015-11-09,1
 marcia tiburi,2015-11-07 02:58:25,2015,November,Saturday,2015-11-07,2
 nando reis relicario,2015-11-06 20:58:08,2015,November,Friday,2015-11-06,20
 norah jones,2015-11-06 17:50:13,2015,November,Friday,2015-11-06,17
 comes away with me,2015-11-06 17:44:14,2015,November,Friday,2015-11-06,17
 no recreio,2015-11-06 13:46:16,2015,November,Friday,2015-11-06,13
 nando reis marvin,2015-11-06 13:27:29,2015,November,Friday,2015-11-06,13
 relicario luau marvin,2015-11-06 13:27:06,2015,November,Friday,2015-11-06,13
 relicario luau mtv,2015-11-06 13:21:53,2015,November,Friday,2015-11-06,13
 nando reis minha gratidão é uma pessoa,2015-11-06 13:16:50,2015,November,Friday,2015-11-06,13
 nando reis minha gratidão é uma pessoa,2015-11-05 23:06:40,2015,November,Thursday,2015-11-05,23
 ton heritage,2015-11-05 22:47:21,2015,November,Thursday,2015-11-05,22
 michelle cover beatles,2015-11-05 22:25:38,2015,November,Thursday,2015-11-05,22
 michelle cover beatles,2015-11-05 21:51:47,2015,November,Thursday,2015-11-05,21
 michelle,2015-11-05 21:49:39,2015,November,Thursday,2015-11-05,21
 michelle paul mccartney,2015-11-05 21:48:39,2015,November,Thursday,2015-11-05,21
 minha gratidão é uma pessoa,2015-11-05 21:44:55,2015,November,Thursday,2015-11-05,21
 nando reis minha gratidão é uma pessoa,2015-11-05 21:34:31,2015,November,Thursday,2015-11-05,21
 nando reis lual,2015-11-05 21:34:24,2015,November,Thursday,2015-11-05,21
 nando reis,2015-11-05 21:32:42,2015,November,Thursday,2015-11-05,21
 london grammar sights,2015-11-04 02:14:01,2015,November,Wednesday,2015-11-04,2
 london grammar complete,2015-11-04 01:45:10,2015,November,Wednesday,2015-11-04,1
 london grammar the best of,2015-11-04 01:44:35,2015,November,Wednesday,2015-11-04,1
 london grammar,2015-11-04 01:43:31,2015,November,Wednesday,2015-11-04,1
 london grammar live,2015-11-04 01:42:58,2015,November,Wednesday,2015-11-04,1
 london grammar the best,2015-11-04 01:41:24,2015,November,Wednesday,2015-11-04,1
 london grammar album,2015-11-04 01:39:51,2015,November,Wednesday,2015-11-04,1
 watchmen,2015-11-01 22:10:06,2015,November,Sunday,2015-11-01,22
 sound of silence,2015-11-01 22:09:30,2015,November,Sunday,2015-11-01,22
 josh groban if i walk away live,2015-11-01 21:41:06,2015,November,Sunday,2015-11-01,21
 if i walk away live,2015-11-01 21:36:45,2015,November,Sunday,2015-11-01,21
 josh groban 2015,2015-11-01 21:36:04,2015,November,Sunday,2015-11-01,21
 ouro de tolo,2015-11-01 21:35:53,2015,November,Sunday,2015-11-01,21
 los hermanos ouro de tolo,2015-11-01 21:29:10,2015,November,Sunday,2015-11-01,21
 los hermanoa ouro de tolo,2015-11-01 21:28:51,2015,November,Sunday,2015-11-01,21
 raul seixas gita,2015-11-01 21:22:40,2015,November,Sunday,2015-11-01,21
 raul maça,2015-11-01 21:20:02,2015,November,Sunday,2015-11-01,21
 raul seixas ouro de tolo,2015-11-01 21:17:07,2015,November,Sunday,2015-11-01,21
 raul seixas ouro de tolo,2015-11-01 14:39:58,2015,November,Sunday,2015-11-01,14
 raul seixas gita,2015-11-01 14:26:01,2015,November,Sunday,2015-11-01,14
 musica relaxantr natureza,2015-10-30 01:19:27,2015,October,Friday,2015-10-30,1
 toque dela marcelo camelo,2015-10-28 00:38:50,2015,October,Wednesday,2015-10-28,0
 sou nos,2015-10-27 23:59:05,2015,October,Tuesday,2015-10-27,23
 toque dela marcelo camelo,2015-10-27 19:51:33,2015,October,Tuesday,2015-10-27,19
 toque dela marcelo camelo,2015-10-27 14:18:41,2015,October,Tuesday,2015-10-27,14
 andre trigueiro,2015-10-27 03:45:10,2015,October,Tuesday,2015-10-27,3
 andre trigueiro,2015-10-27 00:08:38,2015,October,Tuesday,2015-10-27,0
 zeca baleiro canta zé ramalho,2015-10-26 22:33:53,2015,October,Monday,2015-10-26,22
 cicero,2015-10-26 20:31:02,2015,October,Monday,2015-10-26,20
 cockatiel addams,2015-10-26 20:11:04,2015,October,Monday,2015-10-26,20
 cockatiel adams,2015-10-26 20:10:39,2015,October,Monday,2015-10-26,20
 cockatiel,2015-10-26 20:10:27,2015,October,Monday,2015-10-26,20
 los hermanos album,2015-10-25 12:39:42,2015,October,Sunday,2015-10-25,12
 los hermanos,2015-10-25 12:13:25,2015,October,Sunday,2015-10-25,12
 areas matematica,2015-10-25 03:12:41,2015,October,Sunday,2015-10-25,3
 cicero,2015-10-25 03:00:16,2015,October,Sunday,2015-10-25,3
 sou nos,2015-10-25 03:00:10,2015,October,Sunday,2015-10-25,3
 sambinha bom,2015-10-25 02:21:29,2015,October,Sunday,2015-10-25,2
 variacao percentual matematica,2015-10-25 00:16:15,2015,October,Sunday,2015-10-25,0
 variacao percentual,2015-10-25 00:16:05,2015,October,Sunday,2015-10-25,0
 matematica escala,2015-10-24 23:09:35,2015,October,Saturday,2015-10-24,23
 cmtn,2015-10-24 22:59:15,2015,October,Saturday,2015-10-24,22
 canto dos malditos na terra do nunca,2015-10-24 22:55:07,2015,October,Saturday,2015-10-24,22
 japão nosso de cada dia,2015-10-24 02:02:30,2015,October,Saturday,2015-10-24,2
 fantasma riomar recife,2015-10-22 08:35:30,2015,October,Thursday,2015-10-22,8
 fantasma riomar,2015-10-22 08:34:50,2015,October,Thursday,2015-10-22,8
 panico riomar,2015-10-22 08:33:56,2015,October,Thursday,2015-10-22,8
 cazuza,2015-10-20 17:31:59,2015,October,Tuesday,2015-10-20,17
 cazuza album,2015-10-20 17:27:43,2015,October,Tuesday,2015-10-20,17
 barao vermelho album,2015-10-20 17:27:34,2015,October,Tuesday,2015-10-20,17
 fagner canteiros,2015-10-20 17:22:15,2015,October,Tuesday,2015-10-20,17
 fagner,2015-10-20 17:21:40,2015,October,Tuesday,2015-10-20,17
 joao gilberto album,2015-10-20 13:56:51,2015,October,Tuesday,2015-10-20,13
 bossa nova,2015-10-20 13:54:15,2015,October,Tuesday,2015-10-20,13
 regra tres toquinho e vinicius,2015-10-20 13:50:26,2015,October,Tuesday,2015-10-20,13
 vinicius de moraes,2015-10-20 12:48:18,2015,October,Tuesday,2015-10-20,12
 capoeira vinicius,2015-10-20 12:37:38,2015,October,Tuesday,2015-10-20,12
 o teatro magico album,2015-10-20 12:25:54,2015,October,Tuesday,2015-10-20,12
 my best friend the grizzly bear,2015-10-19 04:30:19,2015,October,Monday,2015-10-19,4
 my grezzly bear,2015-10-19 04:30:02,2015,October,Monday,2015-10-19,4
 pet tiger,2015-10-19 04:20:13,2015,October,Monday,2015-10-19,4
 cazuza ideologia album,2015-10-19 03:24:02,2015,October,Monday,2015-10-19,3
 sultans of swing,2015-10-19 01:38:09,2015,October,Monday,2015-10-19,1
 sultans of swing ukulele,2015-10-19 01:38:05,2015,October,Monday,2015-10-19,1
 how deep is your love,2015-10-19 01:18:57,2015,October,Monday,2015-10-19,1
 dhrait,2015-10-19 01:18:05,2015,October,Monday,2015-10-19,1
 hooker volta,2015-10-19 00:51:01,2015,October,Monday,2015-10-19,0
 hooker boato,2015-10-19 00:48:01,2015,October,Monday,2015-10-19,0
 hooker,2015-10-19 00:44:18,2015,October,Monday,2015-10-19,0
 honeymoon,2015-10-19 00:43:53,2015,October,Monday,2015-10-19,0
 salvatore lana del rey,2015-10-19 00:21:44,2015,October,Monday,2015-10-19,0
 tiê,2015-10-18 15:50:45,2015,October,Sunday,2015-10-18,15
 cmtn,2015-10-18 15:26:09,2015,October,Sunday,2015-10-18,15
 voo calopsita,2015-10-18 13:22:00,2015,October,Sunday,2015-10-18,13
 voo calopsita,2015-10-18 12:24:24,2015,October,Sunday,2015-10-18,12
 calopsita cantando,2015-10-18 11:28:19,2015,October,Sunday,2015-10-18,11
 maria bethania melhores,2015-10-17 23:57:22,2015,October,Saturday,2015-10-17,23
 maria bethania grito de alerta,2015-10-17 23:55:48,2015,October,Saturday,2015-10-17,23
 maria bethania full album,2015-10-17 23:55:11,2015,October,Saturday,2015-10-17,23
 maria bethania album,2015-10-17 23:54:32,2015,October,Saturday,2015-10-17,23
 data limite,2015-10-17 04:46:56,2015,October,Saturday,2015-10-17,4
 data limite,2015-10-17 03:42:45,2015,October,Saturday,2015-10-17,3
 canto dos malditos na terra do nunca,2015-10-17 03:41:38,2015,October,Saturday,2015-10-17,3
 andrea martins soldier of love,2015-10-17 01:34:47,2015,October,Saturday,2015-10-17,1
 canto dos malditos na terra do nunca,2015-10-17 01:01:06,2015,October,Saturday,2015-10-17,1
 luau mtv nando reis,2015-10-17 00:54:54,2015,October,Saturday,2015-10-17,0
 relicario luau mtv,2015-10-17 00:53:38,2015,October,Saturday,2015-10-17,0
 gauche album,2015-10-15 03:40:08,2015,October,Thursday,2015-10-15,3
 gauche,2015-10-15 03:36:45,2015,October,Thursday,2015-10-15,3
 tie album,2015-10-15 03:00:24,2015,October,Thursday,2015-10-15,3
 tie album,2015-10-15 02:20:39,2015,October,Thursday,2015-10-15,2
 tie,2015-10-15 02:17:11,2015,October,Thursday,2015-10-15,2
 hyrule field,2015-10-15 00:17:05,2015,October,Thursday,2015-10-15,0
 inverted song of time,2015-10-15 00:16:27,2015,October,Thursday,2015-10-15,0
 mood indigo nina simone,2015-10-14 23:24:22,2015,October,Wednesday,2015-10-14,23
 this is what make us girls lyrics,2015-10-14 22:40:38,2015,October,Wednesday,2015-10-14,22
 this is what make us girls,2015-10-14 22:36:02,2015,October,Wednesday,2015-10-14,22
 this a what make us girls,2015-10-14 22:34:09,2015,October,Wednesday,2015-10-14,22
 capoeira,2015-10-14 22:09:41,2015,October,Wednesday,2015-10-14,22
 o rappa,2015-10-14 02:39:53,2015,October,Wednesday,2015-10-14,2
 o happa,2015-10-14 02:39:49,2015,October,Wednesday,2015-10-14,2
 norah jones travelin,2015-10-14 01:28:44,2015,October,Wednesday,2015-10-14,1
 norah jones little broken hearts,2015-10-14 01:28:35,2015,October,Wednesday,2015-10-14,1
 norah jones little broken hearts,2015-10-13 23:35:26,2015,October,Tuesday,2015-10-13,23
 gauche,2015-10-13 20:19:24,2015,October,Tuesday,2015-10-13,20
 adulterio avioes,2015-10-13 12:07:36,2015,October,Tuesday,2015-10-13,12
 tedio,2015-10-13 12:00:58,2015,October,Tuesday,2015-10-13,12
 biquini cavadao album,2015-10-13 11:43:43,2015,October,Tuesday,2015-10-13,11
 boogarins doce,2015-10-13 11:37:47,2015,October,Tuesday,2015-10-13,11
 o rappa clipe o salto,2015-10-13 04:00:03,2015,October,Tuesday,2015-10-13,4
 o rappa clipe,2015-10-13 03:59:53,2015,October,Tuesday,2015-10-13,3
 o rappa,2015-10-13 03:58:45,2015,October,Tuesday,2015-10-13,3
 o rappa 7,2015-10-13 03:58:02,2015,October,Tuesday,2015-10-13,3
 o rappa 7 vezes completo,2015-10-13 03:57:05,2015,October,Tuesday,2015-10-13,3
 gauche,2015-10-13 03:51:03,2015,October,Tuesday,2015-10-13,3
 o rappa 2014,2015-10-13 03:49:30,2015,October,Tuesday,2015-10-13,3
 o rappa 2015,2015-10-13 03:48:41,2015,October,Tuesday,2015-10-13,3
 meu mundo é o barro,2015-10-13 03:45:55,2015,October,Tuesday,2015-10-13,3
 pitty agora só falta você,2015-10-13 03:44:20,2015,October,Tuesday,2015-10-13,3
 del rey banda,2015-10-13 03:36:03,2015,October,Tuesday,2015-10-13,3
 del rey,2015-10-13 03:35:57,2015,October,Tuesday,2015-10-13,3
 banda pernambucana toca roberto,2015-10-13 03:35:22,2015,October,Tuesday,2015-10-13,3
 o happa 2015,2015-10-13 03:33:56,2015,October,Tuesday,2015-10-13,3
 r sigma o mito do insubstituivel,2015-10-13 03:31:26,2015,October,Tuesday,2015-10-13,3
 agapornis,2015-10-13 02:25:45,2015,October,Tuesday,2015-10-13,2
 luxuria imperecivel,2015-10-12 15:03:59,2015,October,Monday,2015-10-12,15
 dragao de komodo,2015-10-10 02:25:40,2015,October,Saturday,2015-10-10,2
 nerckie matemática 2.0,2015-10-10 00:04:31,2015,October,Saturday,2015-10-10,0
 amy winehouse a song for you,2015-10-10 00:00:50,2015,October,Saturday,2015-10-10,0
 amy winehouse between the cheats,2015-10-10 00:00:27,2015,October,Saturday,2015-10-10,0
 amy winehouse valerie,2015-10-09 23:59:24,2015,October,Friday,2015-10-09,23
 r sigma o mito do insubstituivel,2015-10-09 23:35:18,2015,October,Friday,2015-10-09,23
 anu castello branco,2015-10-09 22:58:18,2015,October,Friday,2015-10-09,22
 musica natureza,2015-10-08 20:10:13,2015,October,Thursday,2015-10-08,20
 musica naturwza,2015-10-08 20:10:12,2015,October,Thursday,2015-10-08,20
 ernest e celestine,2015-10-07 03:42:18,2015,October,Wednesday,2015-10-07,3
 mamonas assassinas,2015-10-06 13:14:08,2015,October,Tuesday,2015-10-06,13
 passaro do amor,2015-10-06 12:31:48,2015,October,Tuesday,2015-10-06,12
 calopsita amor,2015-10-06 12:28:10,2015,October,Tuesday,2015-10-06,12
 calopsita canto,2015-10-06 12:26:48,2015,October,Tuesday,2015-10-06,12
 sam smith rock in rio 2015,2015-10-04 17:50:48,2015,October,Sunday,2015-10-04,17
 deixa menina chico,2015-10-03 14:34:02,2015,October,Saturday,2015-10-03,14
 calopsita canto,2015-10-03 12:54:19,2015,October,Saturday,2015-10-03,12
 calopsita canto,2015-10-02 23:22:22,2015,October,Friday,2015-10-02,23
 calopsita canto,2015-10-02 22:52:14,2015,October,Friday,2015-10-02,22
 bita fazendinha,2015-10-01 11:19:13,2015,October,Thursday,2015-10-01,11
 zelda lullaby,2015-09-29 15:55:52,2015,September,Tuesday,2015-09-29,15
 little broken hearts norah jones,2015-09-29 14:36:00,2015,September,Tuesday,2015-09-29,14
 good morning norah,2015-09-29 14:30:12,2015,September,Tuesday,2015-09-29,14
 good morning,2015-09-29 14:30:05,2015,September,Tuesday,2015-09-29,14
 natureza pássaros,2015-09-29 14:29:13,2015,September,Tuesday,2015-09-29,14
 natureza oassaros,2015-09-29 14:29:11,2015,September,Tuesday,2015-09-29,14
 natureza,2015-09-29 14:29:03,2015,September,Tuesday,2015-09-29,14
 bita e os animais completo,2015-09-29 14:13:22,2015,September,Tuesday,2015-09-29,14
 bita e os animais,2015-09-29 14:13:18,2015,September,Tuesday,2015-09-29,14
 himouto umaru-chan op,2015-09-29 14:06:54,2015,September,Tuesday,2015-09-29,14
 banho é bom,2015-09-29 14:04:02,2015,September,Tuesday,2015-09-29,14
 calopsita cantando,2015-09-29 01:57:44,2015,September,Tuesday,2015-09-29,1
 piolho calopsita,2015-09-29 00:45:46,2015,September,Tuesday,2015-09-29,0
 marina lima perfil,2015-09-27 15:05:09,2015,September,Sunday,2015-09-27,15
 marina lima peefil,2015-09-27 15:04:54,2015,September,Sunday,2015-09-27,15
 marina lima,2015-09-27 15:04:50,2015,September,Sunday,2015-09-27,15
 himouto umaru-chan op,2015-09-27 13:29:58,2015,September,Sunday,2015-09-27,13
 himouto umaru-chan,2015-09-27 13:27:50,2015,September,Sunday,2015-09-27,13
 elephant gun orchestra,2015-09-27 03:20:50,2015,September,Sunday,2015-09-27,3
 melhorar comunicação empresarial,2015-09-20 21:58:01,2015,September,Sunday,2015-09-20,21
 comunicação empresarial,2015-09-20 21:57:48,2015,September,Sunday,2015-09-20,21
 john mayer xo,2015-09-19 15:53:08,2015,September,Saturday,2015-09-19,15
 man down forfun,2015-09-13 14:58:52,2015,September,Sunday,2015-09-13,14
 logan paul,2015-09-04 20:29:30,2015,September,Friday,2015-09-04,20
 guarapari buzios minha arte,2015-09-04 20:23:44,2015,September,Friday,2015-09-04,20
 labios de mel criolo,2015-09-04 00:56:39,2015,September,Friday,2015-09-04,0
 labios de mel tim maia,2015-09-04 00:56:17,2015,September,Friday,2015-09-04,0
 labios de mel,2015-09-04 00:54:53,2015,September,Friday,2015-09-04,0
 a palo seco,2015-09-03 23:22:55,2015,September,Thursday,2015-09-03,23
 splitting new york,2015-09-02 02:31:46,2015,September,Wednesday,2015-09-02,2
 spliting new york,2015-09-02 02:31:35,2015,September,Wednesday,2015-09-02,2
 bob peixes nao fedem,2015-09-01 02:59:26,2015,September,Tuesday,2015-09-01,2
 iniciantes do violao,2015-08-31 23:22:52,2015,August,Monday,2015-08-31,23
 flapjack abertura,2015-08-31 12:23:00,2015,August,Monday,2015-08-31,12
 esquilo intranquilo,2015-08-31 12:14:24,2015,August,Monday,2015-08-31,12
 esquilo intranquilo abertura,2015-08-31 12:13:56,2015,August,Monday,2015-08-31,12
 ze ramalho,2015-08-29 13:44:27,2015,August,Saturday,2015-08-29,13
 honey senpai haru chan,2015-08-29 03:41:26,2015,August,Saturday,2015-08-29,3
 honey senpai doki doki waku waku,2015-08-29 03:32:54,2015,August,Saturday,2015-08-29,3
 honey senpai,2015-08-29 03:32:42,2015,August,Saturday,2015-08-29,3
 good thing sam smith,2015-08-29 01:55:27,2015,August,Saturday,2015-08-29,1
 sam smith album,2015-08-29 01:47:26,2015,August,Saturday,2015-08-29,1
 na beira do mar ze ramalho,2015-08-28 02:57:40,2015,August,Friday,2015-08-28,2
 na beira do mar,2015-08-28 02:48:53,2015,August,Friday,2015-08-28,2
 guinea pig and baby,2015-08-26 21:05:03,2015,August,Wednesday,2015-08-26,21
 porquinho da india e bebê,2015-08-26 20:55:33,2015,August,Wednesday,2015-08-26,20
 já é jorge aragao,2015-08-22 02:11:45,2015,August,Saturday,2015-08-22,2
 vanguart,2015-08-21 01:40:07,2015,August,Friday,2015-08-21,1
 vanfuart,2015-08-21 01:39:51,2015,August,Friday,2015-08-21,1
 chloe duke ellington,2015-08-20 02:50:03,2015,August,Thursday,2015-08-20,2
 bach,2015-08-18 23:23:16,2015,August,Tuesday,2015-08-18,23
 sam smith album 2015,2015-08-18 21:29:15,2015,August,Tuesday,2015-08-18,21
 sam smith album,2015-08-18 21:28:54,2015,August,Tuesday,2015-08-18,21
 endless river pink floyd,2015-08-17 12:56:33,2015,August,Monday,2015-08-17,12
 irmão do jorel,2015-08-16 02:32:17,2015,August,Sunday,2015-08-16,2
 jessie j dancing in the moonlight official music video,2015-08-14 18:28:40,2015,August,Friday,2015-08-14,18
 dancing in the moonlight,2015-08-14 18:28:02,2015,August,Friday,2015-08-14,18
 irmão do jorel,2015-08-14 09:45:01,2015,August,Friday,2015-08-14,9
 deu por hoje,2015-08-14 02:44:10,2015,August,Friday,2015-08-14,2
 tie album,2015-08-09 16:35:58,2015,August,Sunday,2015-08-09,16
 otto pelo engarrafamento,2015-08-08 15:24:37,2015,August,Saturday,2015-08-08,15
 florence and the machine album how big how blue how beautiful,2015-08-08 14:38:45,2015,August,Saturday,2015-08-08,14
 florence and the machine album,2015-08-08 14:38:37,2015,August,Saturday,2015-08-08,14
 how big how blue,2015-08-08 14:38:09,2015,August,Saturday,2015-08-08,14
 how bigh how blue,2015-08-08 14:37:43,2015,August,Saturday,2015-08-08,14
 rubel brisolla,2015-08-08 14:37:21,2015,August,Saturday,2015-08-08,14
 rubel brisolla,2015-08-08 13:07:25,2015,August,Saturday,2015-08-08,13
 rubel pearl,2015-08-08 13:06:29,2015,August,Saturday,2015-08-08,13
 terno,2015-08-08 02:01:41,2015,August,Saturday,2015-08-08,2
 simonami completo,2015-08-06 23:29:58,2015,August,Thursday,2015-08-06,23
 on my own,2015-08-06 22:17:56,2015,August,Thursday,2015-08-06,22
 the best of you foo fighters,2015-08-04 01:01:33,2015,August,Tuesday,2015-08-04,1
 flapjack,2015-08-03 11:52:56,2015,August,Monday,2015-08-03,11
 rubel,2015-07-30 03:14:57,2015,July,Thursday,2015-07-30,3
 maria bethania album,2015-07-30 01:33:26,2015,July,Thursday,2015-07-30,1
 maria bethania album,2015-07-30 00:53:57,2015,July,Thursday,2015-07-30,0
 maria bethania perfil,2015-07-30 00:52:15,2015,July,Thursday,2015-07-30,0
 maria bethania,2015-07-30 00:51:42,2015,July,Thursday,2015-07-30,0
 rubel pearl,2015-07-29 05:32:10,2015,July,Wednesday,2015-07-29,5
 rubel pearl,2015-07-28 10:46:10,2015,July,Tuesday,2015-07-28,10
 rubel pearl,2015-07-28 06:52:58,2015,July,Tuesday,2015-07-28,6
 um sonho nação zumbi,2015-07-28 05:34:07,2015,July,Tuesday,2015-07-28,5
 maria bethania perfil,2015-07-28 01:36:51,2015,July,Tuesday,2015-07-28,1
 maria bethania album,2015-07-28 01:36:19,2015,July,Tuesday,2015-07-28,1
 johnny hooker,2015-07-27 19:33:07,2015,July,Monday,2015-07-27,19
 joohny hooker,2015-07-27 19:32:54,2015,July,Monday,2015-07-27,19
 outkast,2015-07-27 04:34:53,2015,July,Monday,2015-07-27,4
 kindness for weakness,2015-07-27 04:27:36,2015,July,Monday,2015-07-27,4
 i wish you were here,2015-07-25 21:12:44,2015,July,Saturday,2015-07-25,21
 true love coldplay,2015-07-25 20:57:19,2015,July,Saturday,2015-07-25,20
 magic coldplay,2015-07-25 20:52:06,2015,July,Saturday,2015-07-25,20
 the scientist coldplay,2015-07-25 20:51:05,2015,July,Saturday,2015-07-25,20
 pink floyd album,2015-07-25 11:54:30,2015,July,Saturday,2015-07-25,11
 adele album 21,2015-07-25 04:06:25,2015,July,Saturday,2015-07-25,4
 adele,2015-07-25 04:06:14,2015,July,Saturday,2015-07-25,4
 banda cabuga,2015-07-25 01:16:44,2015,July,Saturday,2015-07-25,1
 sweet jardim,2015-07-23 11:01:22,2015,July,Thursday,2015-07-23,11
 tiê,2015-07-23 10:41:03,2015,July,Thursday,2015-07-23,10
 chloe duke ellington,2015-07-23 10:40:54,2015,July,Thursday,2015-07-23,10
 wait in vain bob marley,2015-07-23 05:06:21,2015,July,Thursday,2015-07-23,5
 waiting vain bob marley,2015-07-23 05:05:41,2015,July,Thursday,2015-07-23,5
 tie,2015-07-23 04:26:15,2015,July,Thursday,2015-07-23,4
