Video,Channel,Time,Year,Month,Day_week,Date,Hour,Part_of_day
 Ruby On Rails - entendendo MVC de maneira prática e aprofundada,Digital Innovation One,2021-03-07 05:12:00,2021,March,Sunday,2021-03-07,5,Early Morning
 Conquistadores do next,Advertisement (Google AdSense),2021-03-07 04:54:02,2021,March,Sunday,2021-03-07,4,Late Night
 PRIMEIROS PASSOS DO BEBÊ ANTHONY!,Família França,2021-03-07 00:27:46,2021,March,Sunday,2021-03-07,0,Late Night
 Quebrei OVOS na cabeça dos meus filhos! Daily Vlog Rotina Família,Família França,2021-03-07 00:23:56,2021,March,Sunday,2021-03-07,0,Late Night
 Mundo Bita - Rádio Bita (temp. 1 completa),Mundo Bita,2021-03-04 19:39:06,2021,March,Thursday,2021-03-04,19,Evening
 Mundo Bita - Viajar pelo Safari [ clipe infantil ],Mundo Bita,2021-03-04 19:35:25,2021,March,Thursday,2021-03-04,19,Evening
 https://www.youtube.com/watch?v=M4rEZkHfD2Q,Advertisement (Google AdSense),2021-03-03 20:05:16,2021,March,Wednesday,2021-03-03,20,Evening
 Curso de Mineração de Sentenças - Como confirmar sua participação!,Mairo Vergara,2021-03-02 17:30:11,2021,March,Tuesday,2021-03-02,17,Evening
 Eu matei os neurônios do meu filho | Larissa Carvalho | TEDxPUCMinas,TEDx Talks,2021-03-02 17:12:02,2021,March,Tuesday,2021-03-02,17,Evening
Visited https://mairovergara.lpages.co/cdmgoogle/,Advertisement (Google AdSense),2021-03-02 17:11:58,2021,March,Tuesday,2021-03-02,17,Evening
 Exercício Python #091 - Jogo de Dados em Python,Curso em Vídeo,2021-03-02 17:10:23,2021,March,Tuesday,2021-03-02,17,Evening
 Curso de Pygame - Aula 01 - Criando jogos com Python,Hugo Vasconcelos,2021-03-02 17:09:37,2021,March,Tuesday,2021-03-02,17,Evening
 Bita e o Nosso Mundo - Álbum completo,Mundo Bita,2021-03-02 14:16:14,2021,March,Tuesday,2021-03-02,14,Afternoon
 Mundo Bita - Rádio Bita (temp. 1 completa),Mundo Bita,2021-03-02 13:56:38,2021,March,Tuesday,2021-03-02,13,Afternoon
 TWP150 Repetições imprimindo 1 até 3,Python para Zumbis,2021-03-01 21:09:18,2021,March,Monday,2021-03-01,21,Night
 O que é Git? O que é versionamento? - Curso de Git e GitHub,Curso em Vídeo,2021-03-01 20:57:21,2021,March,Monday,2021-03-01,20,Evening
 Git Branches de forma fácil e com exemplo - Curso de Git e GitHub,Curso em Vídeo,2021-03-01 20:55:58,2021,March,Monday,2021-03-01,20,Evening
 20. Criando um branch - Git e Github para Iniciantes,Willian Justen Cursos,2021-03-01 20:54:56,2021,March,Monday,2021-03-01,20,Evening
 https://www.youtube.com/watch?v=KtNrISLQcps,Advertisement (Google AdSense),2021-03-01 01:10:22,2021,March,Monday,2021-03-01,1,Late Night
 https://www.youtube.com/watch?v=XBcfounUd4k,Advertisement (Google AdSense),2021-03-01 01:07:49,2021,March,Monday,2021-03-01,1,Late Night
 O ENIGMA DA PIRAMIDE DE CLEÓPATRA,Área Secreta,2021-02-28 18:19:26,2021,February,Sunday,2021-02-28,18,Evening
 SpaceX NASA: Earth From Space seen from Crew Dragon Arrival at Space Station,CosmoSapiens,2021-02-28 18:18:20,2021,February,Sunday,2021-02-28,18,Evening
 LANÇAMENTO DO SATÉLITE BRASILEIRO AMAZÔNIA-1 DIRETO DA ÍNDIA - AO VIVO,SpaceToday,2021-02-28 05:41:44,2021,February,Sunday,2021-02-28,5,Early Morning
 Como fazer um README para portfolio no Github,DevSuperior,2021-02-28 05:01:50,2021,February,Sunday,2021-02-28,5,Early Morning
 Novo Read Me do Github - Aprenda a fazer o seu,Papo de Dev,2021-02-28 02:05:37,2021,February,Sunday,2021-02-28,2,Late Night
 Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,TEDx Talks,2021-02-26 07:25:42,2021,February,Friday,2021-02-26,7,Early Morning
 WEBINAR: Rotina da Pessoa Programadora,Cubos Academy,2021-02-25 22:58:06,2021,February,Thursday,2021-02-25,22,Night
 Grupo de Estudos Casa do Código - Kubernetes com Lucas Santos,Alura Cursos Online,2021-02-25 22:50:32,2021,February,Thursday,2021-02-25,22,Night
 IMPOSTO DE RENDA 2021: SAIBA O QUE MUDOU AGORA,Me poupe!,2021-02-25 22:35:29,2021,February,Thursday,2021-02-25,22,Night
 iFood Sem Fronteiras - #ElasEmTech,iFood Universo,2021-02-25 22:31:48,2021,February,Thursday,2021-02-25,22,Night
 Entendendo GIT | (não é um tutorial!),Fabio Akita,2021-02-25 21:29:11,2021,February,Thursday,2021-02-25,21,Night
 Git e Github para Sobrevivência #01: Como o Git funciona?,Alura Cursos Online,2021-02-25 20:37:24,2021,February,Thursday,2021-02-25,20,Evening
 NASA’s Mars 2020 Perseverance Rover Mission Real-time Tracker,CosmoSapiens,2021-02-25 05:55:33,2021,February,Thursday,2021-02-25,5,Early Morning
 GitHub sem linhas de comando: Github Desktop,Alura Cursos Online,2021-02-25 05:51:53,2021,February,Thursday,2021-02-25,5,Early Morning
 O que são Git e Github? #HipstersPontoTube,Alura Cursos Online,2021-02-25 05:34:15,2021,February,Thursday,2021-02-25,5,Early Morning
 INÉDITO E ESPETACULAR!!! O VÍDEO DO POUSO DO PERSEVERANCE  - AO VIVO,SpaceToday,2021-02-24 03:47:32,2021,February,Wednesday,2021-02-24,3,Late Night
 INÉDITO E ESPETACULAR!!! O VÍDEO DO POUSO DO PERSEVERANCE  - AO VIVO,SpaceToday,2021-02-23 05:00:48,2021,February,Tuesday,2021-02-23,5,Early Morning
 The Insane Engineering of the Perseverance Rover,Real Engineering,2021-02-23 05:00:41,2021,February,Tuesday,2021-02-23,5,Early Morning
 WATCH: Mars Cam Views from NASA Rover during Red Planet Exploration #Mars2020,CosmoSapiens,2021-02-23 04:51:45,2021,February,Tuesday,2021-02-23,4,Late Night
 Divaldo Franco - Centenário da Federação Espírita do Rio Grande do Sul,Mansão do Caminho,2021-02-23 04:36:27,2021,February,Tuesday,2021-02-23,4,Late Night
 Saiba como lançar suas horas AAC externas,Estácio,2021-02-23 04:22:08,2021,February,Tuesday,2021-02-23,4,Late Night
 Metáforas lúdicas para compreender a importância dos limites,Keep Learning School,2021-02-22 08:57:56,2021,February,Monday,2021-02-22,8,Early Morning
 Por que trocar obedecer por respeitar?,Keep Learning School,2021-02-22 08:57:37,2021,February,Monday,2021-02-22,8,Early Morning
 Qual é o papel do Educador Criativo,Keep Learning School,2021-02-22 08:56:59,2021,February,Monday,2021-02-22,8,Early Morning
 Qual é o propósito da Educação,Keep Learning School,2021-02-22 08:56:46,2021,February,Monday,2021-02-22,8,Early Morning
 Estimular ou Nutrir a habilidade da Criança?,Keep Learning School,2021-02-22 08:56:23,2021,February,Monday,2021-02-22,8,Early Morning
 O que limite tem a ver com criatividade,Keep Learning School,2021-02-22 08:56:02,2021,February,Monday,2021-02-22,8,Early Morning
 Aula de Conclusão,Keep Learning School,2021-02-22 08:54:34,2021,February,Monday,2021-02-22,8,Early Morning
 A frustração que vira birra - apresentação breve,Keep Learning School,2021-02-22 08:54:03,2021,February,Monday,2021-02-22,8,Early Morning
 Por que a frustração ajuda a Criatividade,Keep Learning School,2021-02-22 08:52:51,2021,February,Monday,2021-02-22,8,Early Morning
 Não tenha medo de colocar limites,Keep Learning School,2021-02-22 08:52:31,2021,February,Monday,2021-02-22,8,Early Morning
 E quando a sogra ou a escola faz tudo diferente de você,Keep Learning School,2021-02-22 08:52:11,2021,February,Monday,2021-02-22,8,Early Morning
 O Cantinho da Liberdade Criativa,Keep Learning School,2021-02-22 08:51:50,2021,February,Monday,2021-02-22,8,Early Morning
 Compromisso dos 4 combinados universais,Keep Learning School,2021-02-22 08:51:35,2021,February,Monday,2021-02-22,8,Early Morning
 Os 4 combinados universais,Keep Learning School,2021-02-22 08:51:05,2021,February,Monday,2021-02-22,8,Early Morning
 SEGREDO REVELADO - COMO EU USO NOTAS ADESIVAS POST-IT® - 3/3 STORYBOARDING #SegredoDoPostit,Murilo Gun,2021-02-22 08:47:58,2021,February,Monday,2021-02-22,8,Early Morning
 SEGREDO REVELADO - COMO EU USO NOTAS ADESIVAS POST-IT® - 2/3 BRAINWRITING #SegredoDoPostit,Murilo Gun,2021-02-22 08:47:44,2021,February,Monday,2021-02-22,8,Early Morning
 SEGREDO REVELADO - COMO EU USO NOTAS ADESIVAS POST-IT® - 1/3 NOTETAKING #SegredoDoPostit,Murilo Gun,2021-02-22 08:46:51,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Extras] - Gestão Ágil: por Thomaz Ribas,Keep Learning School,2021-02-22 08:45:03,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Extras] - Inputs de Viagens,Keep Learning School,2021-02-22 08:44:36,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Extras] - Meditação: por Tania Mujica,Keep Learning School,2021-02-22 08:44:16,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Extras] - CapaSIMtação - Márcio Ballas,Keep Learning School,2021-02-22 08:43:48,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Extras] - O Segredo do Fracasso,Keep Learning School,2021-02-22 08:43:21,2021,February,Monday,2021-02-22,8,Early Morning
 Técnicas de Criatividade - MC de Encerramento,Keep Learning School,2021-02-22 08:43:06,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Clareza] - Técnica 5PQS,Keep Learning School,2021-02-22 08:42:36,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Clareza] - Técnica BCPS,Keep Learning School,2021-02-22 08:41:40,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Output] - Técnica CLT,Keep Learning School,2021-02-22 08:39:04,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Output] - Técnica Lean StartUp,Keep Learning School,2021-02-22 08:38:45,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Output] - Técnica BWA,Keep Learning School,2021-02-22 08:38:17,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica A Praça é Nossa,Keep Learning School,2021-02-22 08:37:14,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica Dominar para destruir,Keep Learning School,2021-02-22 08:35:40,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica Sétimo Chapéu,Keep Learning School,2021-02-22 08:35:13,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica Advogado do Anjo,Keep Learning School,2021-02-22 08:33:54,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica Da Vinci,Keep Learning School,2021-02-22 08:32:15,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Processamento] - Técnica Brainwriting,Keep Learning School,2021-02-22 08:31:56,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Input] - Técnica Zoom Out,Keep Learning School,2021-02-22 08:31:19,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Input] - Técnica Gunddens,Keep Learning School,2021-02-22 08:29:34,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Introdução] - Etapas do Processo Criativo,Keep Learning School,2021-02-22 08:29:21,2021,February,Monday,2021-02-22,8,Early Morning
 MC 1 - Welcome ao Técnicas de Criatividade,Keep Learning School,2021-02-22 08:28:35,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #6 - O que rolou depois (VideoBook)?,Keep Learning School,2021-02-22 08:26:34,2021,February,Monday,2021-02-22,8,Early Morning
" ROAD #6 - O que não faz sentido no velho mundo corporativo, e o que isso me faz sentir?",Keep Learning School,2021-02-22 08:26:13,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #5 - O que rolou depois?,Keep Learning School,2021-02-22 08:25:23,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #5 - O que te limita a entrar em gravidade zero?,Keep Learning School,2021-02-22 08:25:08,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #5 - O que rolou antes?,Keep Learning School,2021-02-22 08:24:31,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #4 - O que rolou depois,Keep Learning School,2021-02-22 08:24:09,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #4 - Qual o estado natural da vida?,Keep Learning School,2021-02-22 08:23:59,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #4 - O que rolou antes,Keep Learning School,2021-02-22 08:23:30,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #3 - O que rolou depois.,Keep Learning School,2021-02-22 08:23:09,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #3 - Como será o novo modo de viver e trabalhar?,Keep Learning School,2021-02-22 08:22:46,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #3 - O que rolou antes.,Keep Learning School,2021-02-22 08:22:25,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #2 - Participações,Keep Learning School,2021-02-22 08:22:02,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #2 - Quais palavras desapegar e quais consolidar no contexto atual?,Keep Learning School,2021-02-22 08:20:30,2021,February,Monday,2021-02-22,8,Early Morning
 ROAD #1 - Participações,Keep Learning School,2021-02-22 08:20:11,2021,February,Monday,2021-02-22,8,Early Morning
 Libras AB,Keep Learning School,2021-02-22 08:15:22,2021,February,Monday,2021-02-22,8,Early Morning
 MC 6 - Agora acabou! Mas a comunidade continua viva,Keep Learning School,2021-02-22 08:14:56,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Cerebrais] - Bloqueio do Implícito,Keep Learning School,2021-02-22 08:13:24,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Cerebrais] - Bloqueio da Lógica,Keep Learning School,2021-02-22 08:11:06,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Cerebrais] - Bloqueio da Tradição,Keep Learning School,2021-02-22 08:10:01,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Cerebrais] - Introdução aos Bloqueios Cerebrais,Keep Learning School,2021-02-22 08:08:29,2021,February,Monday,2021-02-22,8,Early Morning
" MC 5 - Quase, mas ainda não acabou",Keep Learning School,2021-02-22 08:05:09,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Um Possível Fim] - Um Possível Fim,Keep Learning School,2021-02-22 08:04:51,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Mercadológicos] - Bloqueio do Ocupado,Keep Learning School,2021-02-22 08:01:55,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Mercadológicos] - Bloqueio do Adulto,Keep Learning School,2021-02-22 08:01:38,2021,February,Monday,2021-02-22,8,Early Morning
 [Box Bloqueios Mercadológicos] - Bloqueio do Especialista,Keep Learning School,2021-02-22 07:59:23,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Bloqueios Mercadológicos] - Introdução aos Bloqueios Mercadológicos,Keep Learning School,2021-02-22 07:43:59,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Bloqueios Educacionais] - Bloqueio do Tesão,Keep Learning School,2021-02-22 07:42:31,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Bloqueios Educacionais] - Bloqueio do Sucesso,Keep Learning School,2021-02-22 07:39:37,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Bloqueios Educacionais] - Bloqueio do Gabarito,Keep Learning School,2021-02-22 07:34:41,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Bloqueios Educacionais] - Introdução aos Bloqueios Educacionais,Keep Learning School,2021-02-22 07:33:02,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Mitos] - Mito do Acaso,Keep Learning School,2021-02-22 07:31:26,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Mitos] - Mito da Criação,Keep Learning School,2021-02-22 07:31:04,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Mitos] - Mito do Dom,Keep Learning School,2021-02-22 07:28:24,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Mitos] - Mito do Artista,Keep Learning School,2021-02-22 07:27:33,2021,February,Monday,2021-02-22,7,Early Morning
 MC 4 - Comunidades,Keep Learning School,2021-02-22 07:25:03,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Start] - Aula Start,Keep Learning School,2021-02-22 07:22:34,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Start] - Gravidade Zero: ROAD #1,Keep Learning School,2021-02-22 07:13:12,2021,February,Monday,2021-02-22,7,Early Morning
 MC 3 - O que é Gravidade Zero,Keep Learning School,2021-02-22 07:10:36,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Hard Work Papai] - A Grande Potência,Keep Learning School,2021-02-22 07:10:15,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Hard Work Papai] - Sintonia do Amor,Keep Learning School,2021-02-22 07:04:31,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Boletim da Vida] - Bom uso das tecnologias e relação com as máquinas: por Ville Medeiros,Keep Learning School,2021-02-22 07:04:25,2021,February,Monday,2021-02-22,7,Early Morning
 [Box Hard Work Papai] - Ilusões e Visões,Keep Learning School,2021-02-22 07:00:23,2021,February,Monday,2021-02-22,7,Early Morning
 Impacto dos eletrônicos no desenvolvimento infantil,Aline De Rosa,2021-02-22 06:17:59,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Educar com Presença e Mindfulness: por Roberta Arend,Keep Learning School,2021-02-22 06:16:57,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Desenvolver Brincando: por Patrícia Marinho,Keep Learning School,2021-02-22 06:15:14,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Introdução à Educação Econômica: por Ana Munhoz,Keep Learning School,2021-02-22 06:14:55,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Ler o Mundo: por Bruna Cardoso,Keep Learning School,2021-02-22 06:13:00,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Consciência Fonológica: por Clarissa Pereira,Keep Learning School,2021-02-22 06:09:05,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Como aprendi a aprender: por Carla Ulliane,Keep Learning School,2021-02-22 06:08:20,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Relacionamento Interpessoal: por Adriana Quaresma e Lilian Camba,Keep Learning School,2021-02-22 06:08:00,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Musicalização Infantil por 5 pilares: por Diego Musico Pai,Keep Learning School,2021-02-22 06:03:30,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Introdução à Comunicação Não Violenta: por Jacque Leandro,Keep Learning School,2021-02-22 06:01:37,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Uma introdução à transformação cultural: por Carol Guedes,Keep Learning School,2021-02-22 06:00:13,2021,February,Monday,2021-02-22,6,Early Morning
 [Box Boletim da Vida] - Educação e Autoconhecimento: por Adriana Riquena,Keep Learning School,2021-02-22 05:55:24,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Boletim da Vida] - Dicas preciosas sobre alimentação: por Aline Padovani,Keep Learning School,2021-02-22 05:54:10,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Boletim da Vida] - Construindo nosso primeiro “meio ambiente”: por Fernanda Caetano,Keep Learning School,2021-02-22 05:53:09,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Boletim da Vida] - Construindo 4 crenças poderosas nas crianças: por Mariana Lacerda,Keep Learning School,2021-02-22 05:51:41,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para Crianças] - A montanha,Keep Learning School,2021-02-22 05:48:12,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para crianças] - Passeio na lagoa,Keep Learning School,2021-02-22 05:47:22,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para Crianças] - Autoamor,Keep Learning School,2021-02-22 05:46:45,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para Crianças] - Ho'oponopono,Keep Learning School,2021-02-22 05:41:47,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para Crianças] - Deixe ir,Keep Learning School,2021-02-22 05:36:59,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Meditação para Crianças] - Introdução,Keep Learning School,2021-02-22 05:35:32,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Extras] -  8 Livros Que Todo Professor Deveria Ler,Keep Learning School,2021-02-22 05:32:49,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Extras] -  6 Livros Que Todo Pai e Mãe Deveriam Ler,Keep Learning School,2021-02-22 05:32:32,2021,February,Monday,2021-02-22,5,Early Morning
 Escolas Matam a Aprendizagem | Murilo Gun | TEDxFortaleza,TEDx Talks,2021-02-22 05:27:20,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Extras] -  Entrevista com Isa Minatel,Keep Learning School,2021-02-22 05:25:59,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Extras] - O Segredo do Sucesso,Keep Learning School,2021-02-22 05:23:53,2021,February,Monday,2021-02-22,5,Early Morning
 [Box Extras] - O Segredo do Fracasso,Keep Learning School,2021-02-22 05:14:02,2021,February,Monday,2021-02-22,5,Early Morning
 MC 2 - O que é Hardwork Papai,Keep Learning School,2021-02-22 04:15:20,2021,February,Monday,2021-02-22,4,Late Night
 [Box Habilidades do Futuro] - A Prioridade,Keep Learning School,2021-02-22 04:14:48,2021,February,Monday,2021-02-22,4,Late Night
 [Box Habilidades do Futuro] - As Habilidades,Keep Learning School,2021-02-22 02:45:45,2021,February,Monday,2021-02-22,2,Late Night
 [Box Habilidades do Futuro] - As 4 Forças,Keep Learning School,2021-02-22 02:39:11,2021,February,Monday,2021-02-22,2,Late Night
 [Box Extras] - O Segredo do Fracasso,Keep Learning School,2021-02-21 19:18:17,2021,February,Sunday,2021-02-21,19,Evening
 MC4 - #ValeuDemaisCriCriCri,Keep Learning School,2021-02-21 19:13:12,2021,February,Sunday,2021-02-21,19,Evening
 [Box Conclusão] - Aula Conclusão,Keep Learning School,2021-02-21 19:10:12,2021,February,Sunday,2021-02-21,19,Evening
 [Box Coragem] - Coragem: por Isa Minatel,Keep Learning School,2021-02-21 18:46:18,2021,February,Sunday,2021-02-21,18,Evening
 [Box Coragem] - Nutrindo a coragem na prática: por Bianca Sollero,Keep Learning School,2021-02-21 18:09:52,2021,February,Sunday,2021-02-21,18,Evening
 [Box Coragem] - Criando Crianças Corajosas,Keep Learning School,2021-02-21 18:07:04,2021,February,Sunday,2021-02-21,18,Evening
" Katherine Johnson, a cientista negra que ajudou a Apolo 11 a chegar à Lua",Observatório do 3º Setor,2021-02-21 04:51:42,2021,February,Sunday,2021-02-21,4,Late Night
 [Box Coragem] - Coragem: Why?,Keep Learning School,2021-02-21 03:51:08,2021,February,Sunday,2021-02-21,3,Late Night
 [Box Paixão] - Paixão: por Isa Minatel,Keep Learning School,2021-02-21 02:34:09,2021,February,Sunday,2021-02-21,2,Late Night
 [Box Paixão] - Nutrindo a paixão na prática: por Bianca Sollero,Keep Learning School,2021-02-21 02:25:27,2021,February,Sunday,2021-02-21,2,Late Night
 [Box Paixão] - Criando Crianças Apaixonadas,Keep Learning School,2021-02-21 02:01:10,2021,February,Sunday,2021-02-21,2,Late Night
" Clubhouse, Apple Car e a decisão do Supremo sobre o direito de esquecimento",Meio,2021-02-21 00:09:48,2021,February,Sunday,2021-02-21,0,Late Night
 Ba dum tss,Mikołaj Wypych,2021-02-20 22:29:50,2021,February,Saturday,2021-02-20,22,Night
 Mir Space Station documentary,Star Walk,2021-02-20 22:16:33,2021,February,Saturday,2021-02-20,22,Night
 PERSEVERANCE PRESS CONFERENCE - SOL 1 - AO VIVO,SpaceToday,2021-02-20 17:58:11,2021,February,Saturday,2021-02-20,17,Evening
 LANÇAMENTO FOGUETE ANTARES - MISSÃO NG-15 - AO VIVO,SpaceToday,2021-02-20 17:11:27,2021,February,Saturday,2021-02-20,17,Evening
 [Box Paixão] - Paixão: Why?,Keep Learning School,2021-02-20 14:21:04,2021,February,Saturday,2021-02-20,14,Afternoon
 [Box Curiosidade] - Curiosidade: por Isa Minatel,Keep Learning School,2021-02-20 13:35:58,2021,February,Saturday,2021-02-20,13,Afternoon
 [Box Curiosidade] - Nutrindo a curiosidade na prática: por Bianca Sollero,Keep Learning School,2021-02-20 13:25:13,2021,February,Saturday,2021-02-20,13,Afternoon
 [Box Curiosidade] - Criando Crianças Curiosas,Keep Learning School,2021-02-20 13:03:49,2021,February,Saturday,2021-02-20,13,Afternoon
 [Box Curiosidade] - Curiosidade: Why?,Keep Learning School,2021-02-20 05:24:36,2021,February,Saturday,2021-02-20,5,Early Morning
 [Box Imaginação] - Imaginação: por Isa Minatel,Keep Learning School,2021-02-20 05:19:25,2021,February,Saturday,2021-02-20,5,Early Morning
 [Box Habilidades do Futuro] - As 4 Forças,Keep Learning School,2021-02-20 04:28:01,2021,February,Saturday,2021-02-20,4,Late Night
 MC 1 - Bem-vindos ao RC,Keep Learning School,2021-02-20 04:23:11,2021,February,Saturday,2021-02-20,4,Late Night
 [Box Welcome] -  Dicas de Aprendizagem,Keep Learning School,2021-02-20 04:20:52,2021,February,Saturday,2021-02-20,4,Late Night
 A Verdade Chocante Sobre o Imposto Mais Covarde Cobrado pelo Governo 🐉,Rafael Seabra,2021-02-19 23:49:09,2021,February,Friday,2021-02-19,23,Night
 Programa de Bolsas para Bootcamps 2021,IGTI,2021-02-19 23:46:32,2021,February,Friday,2021-02-19,23,Night
 Bita e o Nosso Mundo - Álbum completo,Mundo Bita,2021-02-19 00:02:55,2021,February,Friday,2021-02-19,0,Late Night
 Bita e o Circo - Álbum completo,Mundo Bita,2021-02-18 23:43:26,2021,February,Thursday,2021-02-18,23,Night
 Como abrir(importar) um dataset em Python? | Análise de dados #2,Programação Dinâmica,2021-02-18 22:47:30,2021,February,Thursday,2021-02-18,22,Night
 VOCÊ SABE EXTRAIR INFORMAÇÕES DE DADOS? | Análise de Dados #1,Programação Dinâmica,2021-02-18 22:47:11,2021,February,Thursday,2021-02-18,22,Night
 FUNÇÕES em PYTHON | Introdução à Programação #12,Programação Dinâmica,2021-02-18 22:16:13,2021,February,Thursday,2021-02-18,22,Night
 AO VIVO: Pouso do rover Perseverance (NASA Mars 2020) em Marte,Mensageiro Sideral,2021-02-18 21:33:29,2021,February,Thursday,2021-02-18,21,Night
 Watch NASA’s Perseverance Rover Land on Mars!,NASA,2021-02-18 21:31:25,2021,February,Thursday,2021-02-18,21,Night
 POUSO DO ROVER PERSEVERANCE DA NASA EM MARTE - AO VIVO,SpaceToday,2021-02-18 21:11:45,2021,February,Thursday,2021-02-18,21,Night
 UMI - Introspection Live Show ✨ ((Quantum Love)),UMI,2021-02-18 20:06:57,2021,February,Thursday,2021-02-18,20,Evening
 RY X & Brussels Philharmonic Soloists Live at AB - Ancienne Belgique,AB - Ancienne Belgique,2021-02-18 19:08:26,2021,February,Thursday,2021-02-18,19,Evening
 01 - Intro A - Python for Everybody Course,freeCodeCamp Concepts,2021-02-18 18:08:47,2021,February,Thursday,2021-02-18,18,Evening
 Os desafios da militância LGBTI+ fora da esquerda | LivresNotícia AO VIVO - 30/09,LIVRES,2021-02-18 17:59:27,2021,February,Thursday,2021-02-18,17,Evening
 PF põe 'Estação Brás' e 'Bengal Tiger' contra grupo que contrabandeava migrantes e lavou US$ 10 mi,Metrópole Estadão,2021-02-18 17:42:39,2021,February,Thursday,2021-02-18,17,Evening
 But how does bitcoin actually work?,3Blue1Brown,2021-02-18 15:52:16,2021,February,Thursday,2021-02-18,15,Afternoon
